date,temp,humid
2025-10-27#22:27:21,14.6,67.0
2025-10-27#22:27:36,14.6,67.0
2025-10-27#22:27:51,14.6,67.0
2025-10-27#22:28:07,14.6,67.0
2025-10-27#22:28:22,14.6,67.0
2025-10-27#22:28:37,14.6,67.0
2025-10-27#22:28:52,14.6,67.0
2025-10-27#22:29:08,14.6,67.0
2025-10-27#22:29:23,14.6,67.0
2025-10-27#22:29:38,14.6,66.0
2025-10-27#22:29:53,14.6,66.0
2025-10-27#22:30:09,14.6,66.0
2025-10-27#22:30:24,14.6,66.0
2025-10-27#22:30:39,14.6,66.0
2025-10-27#22:30:54,14.6,66.0
2025-10-27#22:31:10,14.6,66.0
2025-10-27#22:31:25,14.6,66.0
2025-10-27#22:31:40,14.6,66.0
2025-10-27#22:31:55,14.6,66.0
2025-10-27#22:32:26,14.6,66.0
2025-10-27#22:32:41,14.6,66.0
2025-10-27#22:32:56,14.6,66.0
2025-10-27#22:33:12,14.6,66.0
2025-10-27#22:33:27,14.6,66.0
2025-10-27#22:33:42,14.6,66.0
2025-10-27#22:33:57,14.6,66.0
2025-10-27#22:34:13,14.6,66.0
2025-10-27#22:34:28,14.6,66.0
2025-10-27#22:34:43,14.6,66.0
2025-10-27#22:34:58,14.6,66.0
2025-10-27#22:35:14,14.6,66.0
2025-10-27#22:35:29,14.6,66.0
2025-10-27#22:35:44,14.6,66.0
2025-10-27#22:35:59,14.6,66.0
2025-10-27#22:36:15,14.6,66.0
2025-10-27#22:36:30,14.6,66.0
2025-10-27#22:36:45,14.6,66.0
2025-10-27#22:37:01,14.6,66.0
2025-10-27#22:37:16,14.6,66.0
2025-10-27#22:37:31,14.6,66.0
2025-10-27#22:37:46,14.6,66.0
2025-10-27#22:38:02,14.6,66.0
2025-10-27#22:38:17,14.6,66.0
2025-10-27#22:38:32,14.6,66.0
2025-10-27#22:38:47,14.6,66.0
2025-10-27#22:39:03,14.6,66.0
2025-10-27#22:39:18,14.6,66.0
2025-10-27#22:39:33,14.6,66.0
2025-10-27#22:39:48,14.6,66.0
2025-10-27#22:40:04,14.6,66.0
2025-10-27#22:40:19,14.6,66.0
2025-10-27#22:40:34,14.6,66.0
2025-10-27#22:40:49,14.6,66.0
2025-10-27#22:41:05,14.6,66.0
2025-10-27#22:41:20,14.6,66.0
2025-10-27#22:41:35,14.6,66.0
2025-10-27#22:41:50,14.6,66.0
2025-10-27#22:42:06,14.6,66.0
2025-10-27#22:42:21,14.6,66.0
2025-10-27#22:42:36,14.6,66.0
2025-10-27#22:42:51,14.6,66.0
2025-10-27#22:43:07,14.6,66.0
2025-10-27#22:43:22,14.6,66.0
2025-10-27#22:43:37,14.6,66.0
2025-10-27#22:43:52,14.6,66.0
2025-10-27#22:44:08,14.6,66.0
2025-10-27#22:44:23,14.6,66.0
2025-10-27#22:44:38,14.6,66.0
2025-10-27#22:44:53,14.6,66.0
2025-10-27#22:45:09,14.6,66.0
2025-10-27#22:45:24,14.6,66.0
2025-10-27#22:45:39,14.6,66.0
2025-10-27#22:45:54,14.6,66.0
2025-10-27#22:46:10,14.6,66.0
2025-10-27#22:46:25,14.6,66.0
2025-10-27#22:46:40,14.6,66.0
2025-10-27#22:46:55,14.6,66.0
2025-10-27#22:47:11,14.6,66.0
2025-10-27#22:47:26,14.6,66.0
2025-10-27#22:47:41,14.6,66.0
2025-10-27#22:47:56,14.6,66.0
2025-10-27#22:48:12,14.6,66.0
2025-10-27#22:48:27,14.6,66.0
2025-10-27#22:48:42,14.6,66.0
2025-10-27#22:48:57,14.6,66.0
2025-10-27#22:49:13,14.6,66.0
2025-10-27#22:49:28,14.6,66.0
2025-10-27#22:49:43,14.6,66.0
2025-10-27#22:49:58,14.6,66.0
2025-10-27#22:50:14,14.6,66.0
2025-10-27#22:50:29,14.6,66.0
2025-10-27#22:50:44,14.6,66.0
2025-10-27#22:50:59,14.6,66.0
2025-10-27#22:51:15,14.6,66.0
2025-10-27#22:51:30,14.6,66.0
2025-10-27#22:51:45,14.6,66.0
2025-10-27#22:52:00,14.6,65.0
2025-10-27#22:52:16,14.6,65.0
2025-10-27#22:52:31,14.6,65.0
2025-10-27#22:52:46,14.6,65.0
2025-10-27#22:53:01,14.6,65.0
2025-10-27#22:53:17,14.6,65.0
2025-10-27#22:53:32,14.6,65.0
2025-10-27#22:53:47,14.6,65.0
2025-10-27#22:54:02,14.6,65.0
2025-10-27#22:54:18,14.6,65.0
2025-10-27#22:54:33,14.6,65.0
2025-10-27#22:54:48,14.6,65.0
2025-10-27#22:55:03,14.6,65.0
2025-10-27#22:55:19,14.6,65.0
2025-10-27#22:55:34,14.6,65.0
2025-10-27#22:55:49,14.6,65.0
2025-10-27#22:56:20,14.6,65.0
2025-10-27#22:56:35,14.6,65.0
2025-10-27#22:56:50,14.6,65.0
2025-10-27#22:57:05,14.6,65.0
2025-10-27#22:57:21,14.6,65.0
2025-10-27#22:57:36,14.6,65.0
2025-10-27#22:57:51,14.6,65.0
2025-10-27#22:58:06,14.6,65.0
2025-10-27#22:58:22,14.6,65.0
2025-10-27#22:58:37,14.6,65.0
2025-10-27#22:58:52,14.6,65.0
2025-10-27#22:59:08,14.6,65.0
2025-10-27#22:59:23,14.6,65.0
2025-10-27#22:59:38,14.6,65.0
2025-10-27#22:59:53,14.6,65.0
2025-10-27#23:00:09,14.6,65.0
2025-10-27#23:00:24,14.6,65.0
2025-10-27#23:00:39,14.6,65.0
2025-10-27#23:01:10,14.6,65.0
2025-10-27#23:01:25,14.6,65.0
2025-10-27#23:01:40,14.6,65.0
2025-10-27#23:01:55,14.6,65.0
2025-10-27#23:02:11,14.6,65.0
2025-10-27#23:02:26,14.6,65.0
2025-10-27#23:02:41,14.6,65.0
2025-10-27#23:02:56,14.6,65.0
2025-10-27#23:03:12,14.6,65.0
2025-10-27#23:03:27,14.6,65.0
2025-10-27#23:03:42,14.6,65.0
2025-10-27#23:03:57,14.6,65.0
2025-10-27#23:04:13,14.6,65.0
2025-10-27#23:04:28,14.6,65.0
2025-10-27#23:04:43,14.6,65.0
2025-10-27#23:04:58,14.6,65.0
2025-10-27#23:05:14,14.6,65.0
2025-10-27#23:05:29,14.6,65.0
2025-10-27#23:05:44,14.6,65.0
2025-10-27#23:05:59,14.6,65.0
2025-10-27#23:06:15,14.6,65.0
2025-10-27#23:06:30,14.6,65.0
2025-10-27#23:06:45,14.6,65.0
2025-10-27#23:07:00,14.6,65.0
2025-10-27#23:07:16,14.6,65.0
2025-10-27#23:07:31,14.6,65.0
2025-10-27#23:07:46,14.6,65.0
2025-10-27#23:08:01,14.6,65.0
2025-10-27#23:08:17,14.6,65.0
2025-10-27#23:08:32,14.6,65.0
2025-10-27#23:08:47,14.6,65.0
2025-10-27#23:09:02,14.6,65.0
2025-10-27#23:09:18,14.6,65.0
2025-10-27#23:09:33,14.6,65.0
2025-10-27#23:09:48,14.6,65.0
2025-10-27#23:10:03,14.6,65.0
2025-10-27#23:10:19,14.6,65.0
2025-10-27#23:10:34,14.6,65.0
2025-10-27#23:10:49,14.6,65.0
2025-10-27#23:11:04,14.6,65.0
2025-10-27#23:11:20,14.6,65.0
2025-10-27#23:11:35,14.6,65.0
2025-10-27#23:11:50,14.6,65.0
2025-10-27#23:12:05,14.6,65.0
2025-10-27#23:12:21,14.6,65.0
2025-10-27#23:12:36,14.6,65.0
2025-10-27#23:12:51,14.6,65.0
2025-10-27#23:13:06,14.6,65.0
2025-10-27#23:13:22,14.6,65.0
2025-10-27#23:13:37,14.6,65.0
2025-10-27#23:13:52,14.5,65.0
2025-10-27#23:14:07,14.5,65.0
2025-10-27#23:14:23,14.5,65.0
2025-10-27#23:14:38,14.5,65.0
2025-10-27#23:14:53,14.5,65.0
2025-10-27#23:15:08,14.5,65.0
2025-10-27#23:15:24,14.6,65.0
2025-10-27#23:15:39,14.5,65.0
2025-10-27#23:15:54,14.5,65.0
2025-10-27#23:16:09,14.5,65.0
2025-10-27#23:16:25,14.5,65.0
2025-10-27#23:16:40,14.5,65.0
2025-10-27#23:16:55,14.5,65.0
2025-10-27#23:17:10,14.5,65.0
2025-10-27#23:17:26,14.5,65.0
2025-10-27#23:17:41,14.5,65.0
2025-10-27#23:17:56,14.5,65.0
2025-10-27#23:18:11,14.5,65.0
2025-10-27#23:18:27,14.5,65.0
2025-10-27#23:18:42,14.6,65.0
2025-10-27#23:18:57,14.6,65.0
2025-10-27#23:19:12,14.6,65.0
2025-10-27#23:19:28,14.6,65.0
2025-10-27#23:19:43,14.6,65.0
2025-10-27#23:19:58,14.6,65.0
2025-10-27#23:20:14,14.6,65.0
2025-10-27#23:20:29,14.6,65.0
2025-10-27#23:20:44,14.6,65.0
2025-10-27#23:20:59,14.5,65.0
2025-10-27#23:21:15,14.5,65.0
2025-10-27#23:21:30,14.5,65.0
2025-10-27#23:21:45,14.5,65.0
2025-10-27#23:22:00,14.5,65.0
2025-10-27#23:22:16,14.5,65.0
2025-10-27#23:22:31,14.5,65.0
2025-10-27#23:23:01,14.5,65.0
2025-10-27#23:23:17,14.6,65.0
2025-10-27#23:23:32,14.6,65.0
2025-10-27#23:23:47,14.6,65.0
2025-10-27#23:24:02,14.6,65.0
2025-10-27#23:24:18,14.6,65.0
2025-10-27#23:24:33,14.5,65.0
2025-10-27#23:24:48,14.5,65.0
2025-10-27#23:25:03,14.5,65.0
2025-10-27#23:25:34,14.5,65.0
2025-10-27#23:25:49,14.5,65.0
2025-10-27#23:26:04,14.5,65.0
2025-10-27#23:26:20,14.5,65.0
2025-10-27#23:26:35,14.5,65.0
2025-10-27#23:26:50,14.5,65.0
2025-10-27#23:27:05,14.5,65.0
2025-10-27#23:27:21,14.5,65.0
2025-10-27#23:27:36,14.5,65.0
2025-10-27#23:27:51,14.5,65.0
2025-10-27#23:28:06,14.5,65.0
2025-10-27#23:28:22,14.5,65.0
2025-10-27#23:28:37,14.5,65.0
2025-10-27#23:28:52,14.5,65.0
2025-10-27#23:29:07,14.5,65.0
2025-10-27#23:29:23,14.5,65.0
2025-10-27#23:29:38,14.5,65.0
2025-10-27#23:29:53,14.5,65.0
2025-10-27#23:30:08,14.5,65.0
2025-10-27#23:30:24,14.5,65.0
2025-10-27#23:30:39,14.5,65.0
2025-10-27#23:30:54,14.5,65.0
2025-10-27#23:31:09,14.5,65.0
2025-10-27#23:31:25,14.5,65.0
2025-10-27#23:31:40,14.5,65.0
2025-10-27#23:31:55,14.5,65.0
2025-10-27#23:32:10,14.5,65.0
2025-10-27#23:32:26,14.5,65.0
2025-10-27#23:32:41,14.5,65.0
2025-10-27#23:32:56,14.5,65.0
2025-10-27#23:33:11,14.5,65.0
2025-10-27#23:33:27,14.5,65.0
2025-10-27#23:33:42,14.5,65.0
2025-10-27#23:33:57,14.5,65.0
2025-10-27#23:34:12,14.5,65.0
2025-10-27#23:34:28,14.5,65.0
2025-10-27#23:34:43,14.5,65.0
2025-10-27#23:34:58,14.5,65.0
2025-10-27#23:35:13,14.5,65.0
2025-10-27#23:35:29,14.5,65.0
2025-10-27#23:35:44,14.5,65.0
2025-10-27#23:35:59,14.5,65.0
2025-10-27#23:36:14,14.5,65.0
2025-10-27#23:36:30,14.5,65.0
2025-10-27#23:36:45,14.5,65.0
2025-10-27#23:37:00,14.5,65.0
2025-10-27#23:37:15,14.5,65.0
2025-10-27#23:37:31,14.5,65.0
2025-10-27#23:37:46,14.5,65.0
2025-10-27#23:38:01,14.5,65.0
2025-10-27#23:38:16,14.5,65.0
2025-10-27#23:38:32,14.5,65.0
2025-10-27#23:38:47,14.5,65.0
2025-10-27#23:39:02,14.5,65.0
2025-10-27#23:39:17,14.5,65.0
2025-10-27#23:39:33,14.5,65.0
2025-10-27#23:39:48,14.5,65.0
2025-10-27#23:40:03,14.5,65.0
2025-10-27#23:40:18,14.5,65.0
2025-10-27#23:40:34,14.5,65.0
2025-10-27#23:40:49,14.5,65.0
2025-10-27#23:41:04,14.5,65.0
2025-10-27#23:41:19,14.5,65.0
2025-10-27#23:41:35,14.5,65.0
2025-10-27#23:41:50,14.5,65.0
2025-10-27#23:42:05,14.5,65.0
2025-10-27#23:42:20,14.5,65.0
2025-10-27#23:42:36,14.5,65.0
2025-10-27#23:42:51,14.5,65.0
2025-10-27#23:43:06,14.5,65.0
2025-10-27#23:43:21,14.5,65.0
2025-10-27#23:43:37,14.5,65.0
2025-10-27#23:43:52,14.5,65.0
2025-10-27#23:44:07,14.5,65.0
2025-10-27#23:44:22,14.5,65.0
2025-10-27#23:44:38,14.5,65.0
2025-10-27#23:44:53,14.5,65.0
2025-10-27#23:45:08,14.5,65.0
2025-10-27#23:45:23,14.5,65.0
2025-10-27#23:45:39,14.5,65.0
2025-10-27#23:45:54,14.5,65.0
2025-10-27#23:46:09,14.5,65.0
2025-10-27#23:46:24,14.5,65.0
2025-10-27#23:46:40,14.5,65.0
2025-10-27#23:46:55,14.5,65.0
2025-10-27#23:47:10,14.5,65.0
2025-10-27#23:47:25,14.5,65.0
2025-10-27#23:47:41,14.5,65.0
2025-10-27#23:47:56,14.5,65.0
2025-10-27#23:48:11,14.5,65.0
2025-10-27#23:48:42,14.5,65.0
2025-10-27#23:48:57,14.5,65.0
2025-10-27#23:49:12,14.5,65.0
2025-10-27#23:49:28,14.5,65.0
2025-10-27#23:49:43,14.5,65.0
2025-10-27#23:49:58,14.5,65.0
2025-10-27#23:50:13,14.5,65.0
2025-10-27#23:50:29,14.5,65.0
2025-10-27#23:50:44,14.5,65.0
2025-10-27#23:50:59,14.5,65.0
2025-10-27#23:51:14,14.5,65.0
2025-10-27#23:51:30,14.5,65.0
2025-10-27#23:51:45,14.5,65.0
2025-10-27#23:52:00,14.5,65.0
2025-10-27#23:52:15,14.5,65.0
2025-10-27#23:52:31,14.5,65.0
2025-10-27#23:52:46,14.5,65.0
2025-10-27#23:53:01,14.5,65.0
2025-10-27#23:53:16,14.5,65.0
2025-10-27#23:53:32,14.5,65.0
2025-10-27#23:53:47,14.5,65.0
2025-10-27#23:54:02,14.5,65.0
2025-10-27#23:54:17,14.5,66.0
2025-10-27#23:54:33,14.5,66.0
2025-10-27#23:54:48,14.5,66.0
2025-10-27#23:55:03,14.5,66.0
2025-10-27#23:55:18,14.5,66.0
2025-10-27#23:55:34,14.5,66.0
2025-10-27#23:55:49,14.5,66.0
2025-10-27#23:56:04,14.5,66.0
2025-10-27#23:56:19,14.5,65.0
2025-10-27#23:56:35,14.5,65.0
2025-10-27#23:56:50,14.5,65.0
2025-10-27#23:57:05,14.5,65.0
2025-10-27#23:57:20,14.5,65.0
2025-10-27#23:57:36,14.5,65.0
2025-10-27#23:57:51,14.5,65.0
2025-10-27#23:58:06,14.5,65.0
2025-10-27#23:58:21,14.5,65.0
2025-10-27#23:58:37,14.5,65.0
2025-10-27#23:58:52,14.5,65.0
2025-10-27#23:59:07,14.5,65.0
2025-10-27#23:59:22,14.5,65.0
2025-10-27#23:59:38,14.5,65.0
2025-10-27#23:59:53,14.5,65.0
2025-10-28#00:00:08,14.5,65.0
2025-10-28#00:00:23,14.5,65.0
2025-10-28#00:00:39,14.5,65.0
2025-10-28#00:00:54,14.5,65.0
2025-10-28#00:01:09,14.5,65.0
2025-10-28#00:01:24,14.5,65.0
2025-10-28#00:01:40,14.5,65.0
2025-10-28#00:01:55,14.5,65.0
2025-10-28#00:02:10,14.5,65.0
2025-10-28#00:02:25,14.5,65.0
2025-10-28#00:02:41,14.5,66.0
2025-10-28#00:02:56,14.5,66.0
2025-10-28#00:03:11,14.5,66.0
2025-10-28#00:03:26,14.5,66.0
2025-10-28#00:03:42,14.5,66.0
2025-10-28#00:03:57,14.5,66.0
2025-10-28#00:04:12,14.5,66.0
2025-10-28#00:04:27,14.5,66.0
2025-10-28#00:04:43,14.5,66.0
2025-10-28#00:04:58,14.5,66.0
2025-10-28#00:05:13,14.5,66.0
2025-10-28#00:05:28,14.5,66.0
2025-10-28#00:05:44,14.5,66.0
2025-10-28#00:05:59,14.5,66.0
2025-10-28#00:06:14,14.5,66.0
2025-10-28#00:06:30,14.5,66.0
2025-10-28#00:06:45,14.5,66.0
2025-10-28#00:07:00,14.5,66.0
2025-10-28#00:07:15,14.5,66.0
2025-10-28#00:07:31,14.5,66.0
2025-10-28#00:07:46,14.5,66.0
2025-10-28#00:08:01,14.5,66.0
2025-10-28#00:08:16,14.5,66.0
2025-10-28#00:08:32,14.5,66.0
2025-10-28#00:08:47,14.5,66.0
2025-10-28#00:09:02,14.5,66.0
2025-10-28#00:09:17,14.5,66.0
2025-10-28#00:09:33,14.5,66.0
2025-10-28#00:09:48,14.5,66.0
2025-10-28#00:10:18,14.5,66.0
2025-10-28#00:10:34,14.5,66.0
2025-10-28#00:10:49,14.5,66.0
2025-10-28#00:11:04,14.5,66.0
2025-10-28#00:11:19,14.5,66.0
2025-10-28#00:11:35,14.5,66.0
2025-10-28#00:11:50,14.5,66.0
2025-10-28#00:12:05,14.5,66.0
2025-10-28#00:12:20,14.5,66.0
2025-10-28#00:12:36,14.5,66.0
2025-10-28#00:12:51,14.5,66.0
2025-10-28#00:13:06,14.5,66.0
2025-10-28#00:13:21,14.5,66.0
2025-10-28#00:13:37,14.5,66.0
2025-10-28#00:13:52,14.5,66.0
2025-10-28#00:14:07,14.5,66.0
2025-10-28#00:14:22,14.5,66.0
2025-10-28#00:14:38,14.5,66.0
2025-10-28#00:14:53,14.5,66.0
2025-10-28#00:15:08,14.5,66.0
2025-10-28#00:15:23,14.5,66.0
2025-10-28#00:15:39,14.5,66.0
2025-10-28#00:15:54,14.5,66.0
2025-10-28#00:16:09,14.5,66.0
2025-10-28#00:16:24,14.5,66.0
2025-10-28#00:16:40,14.5,66.0
2025-10-28#00:16:55,14.5,66.0
2025-10-28#00:17:10,14.5,66.0
2025-10-28#00:17:25,14.4,66.0
2025-10-28#00:17:41,14.4,66.0
2025-10-28#00:17:56,14.4,66.0
2025-10-28#00:18:11,14.4,66.0
2025-10-28#00:18:26,14.4,66.0
2025-10-28#00:18:42,14.4,66.0
2025-10-28#00:18:57,14.4,66.0
2025-10-28#00:19:12,14.4,66.0
2025-10-28#00:19:27,14.4,66.0
2025-10-28#00:19:43,14.4,66.0
2025-10-28#00:19:58,14.4,66.0
2025-10-28#00:20:13,14.4,66.0
2025-10-28#00:20:28,14.4,66.0
2025-10-28#00:20:44,14.5,66.0
2025-10-28#00:20:59,14.5,66.0
2025-10-28#00:21:14,14.5,66.0
2025-10-28#00:21:29,14.5,66.0
2025-10-28#00:21:45,14.5,66.0
2025-10-28#00:22:00,14.4,66.0
2025-10-28#00:22:15,14.4,66.0
2025-10-28#00:22:30,14.4,66.0
2025-10-28#00:22:46,14.4,66.0
2025-10-28#00:23:01,14.4,65.0
2025-10-28#00:23:16,14.4,65.0
2025-10-28#00:23:32,14.4,65.0
2025-10-28#00:23:47,14.4,65.0
2025-10-28#00:24:02,14.4,65.0
2025-10-28#00:24:17,14.4,65.0
2025-10-28#00:24:33,14.4,65.0
2025-10-28#00:24:48,14.4,65.0
2025-10-28#00:25:03,14.4,65.0
2025-10-28#00:25:18,14.4,65.0
2025-10-28#00:25:34,14.4,65.0
2025-10-28#00:25:49,14.4,65.0
2025-10-28#00:26:04,14.4,65.0
2025-10-28#00:26:19,14.5,65.0
2025-10-28#00:26:35,14.5,65.0
2025-10-28#00:26:50,14.4,65.0
2025-10-28#00:27:05,14.4,65.0
2025-10-28#00:27:20,14.4,65.0
2025-10-28#00:27:36,14.4,65.0
2025-10-28#00:27:51,14.4,65.0
2025-10-28#00:28:06,14.4,65.0
2025-10-28#00:28:21,14.4,65.0
2025-10-28#00:28:37,14.4,65.0
2025-10-28#00:28:52,14.4,65.0
2025-10-28#00:29:07,14.4,65.0
2025-10-28#00:29:22,14.4,65.0
2025-10-28#00:29:38,14.4,65.0
2025-10-28#00:29:53,14.4,65.0
2025-10-28#00:30:08,14.4,65.0
2025-10-28#00:30:23,14.4,65.0
2025-10-28#00:30:39,14.4,65.0
2025-10-28#00:30:54,14.4,65.0
2025-10-28#00:31:09,14.4,65.0
2025-10-28#00:31:24,14.4,65.0
2025-10-28#00:31:40,14.4,65.0
2025-10-28#00:31:55,14.4,65.0
2025-10-28#00:32:10,14.4,65.0
2025-10-28#00:32:25,14.4,65.0
2025-10-28#00:32:41,14.4,65.0
2025-10-28#00:32:56,14.4,65.0
2025-10-28#00:33:11,14.4,65.0
2025-10-28#00:33:26,14.4,65.0
2025-10-28#00:33:42,14.4,65.0
2025-10-28#00:33:57,14.4,65.0
2025-10-28#00:34:12,14.4,65.0
2025-10-28#00:34:27,14.4,65.0
2025-10-28#00:34:43,14.4,65.0
2025-10-28#00:34:58,14.4,65.0
2025-10-28#00:35:13,14.4,65.0
2025-10-28#00:35:28,14.4,65.0
2025-10-28#00:35:44,14.4,65.0
2025-10-28#00:35:59,14.4,65.0
2025-10-28#00:36:14,14.4,65.0
2025-10-28#00:36:29,14.4,65.0
2025-10-28#00:36:45,14.4,65.0
2025-10-28#00:37:00,14.4,65.0
2025-10-28#00:37:15,14.4,65.0
2025-10-28#00:37:30,14.4,65.0
2025-10-28#00:37:46,14.4,65.0
2025-10-28#00:38:01,14.4,65.0
2025-10-28#00:38:16,14.4,65.0
2025-10-28#00:38:31,14.4,65.0
2025-10-28#00:38:47,14.4,65.0
2025-10-28#00:39:02,14.4,65.0
2025-10-28#00:39:17,14.4,65.0
2025-10-28#00:39:33,14.4,65.0
2025-10-28#00:39:48,14.4,65.0
2025-10-28#00:40:03,14.4,65.0
2025-10-28#00:40:18,14.4,65.0
2025-10-28#00:40:34,14.4,65.0
2025-10-28#00:40:49,14.4,65.0
2025-10-28#00:41:04,14.4,65.0
2025-10-28#00:41:19,14.4,65.0
2025-10-28#00:41:35,14.4,65.0
2025-10-28#00:41:50,14.4,65.0
2025-10-28#00:42:05,14.4,65.0
2025-10-28#00:42:20,14.4,65.0
2025-10-28#00:42:36,14.4,65.0
2025-10-28#00:42:51,14.4,65.0
2025-10-28#00:43:06,14.4,65.0
